source,target,sim_value
연간판매액,평균시간,0.41172442
연간판매액,행위자평균시간,0.51597506
연간판매액,어가수,0.42346856
연간판매액,가구당월평균가계수지,0.49181196
연간판매액,종사상지위,0.5086295
연간판매액,매출액규모,0.5245589
연간판매액,유형고정자산,0.454837
연간판매액,가구당가계수지,0.43964994
연간판매액,어업종사자수,0.5303264
연간판매액,고령자인구,0.44441655
연간판매액,사회보험가입률,0.46848845
연간판매액,임가인구,0.34149793
연간판매액,기성액,0.55715454
연간판매액,취업여부,0.37021163
연간판매액,개인농가,0.34943548
연간판매액,사교육참여율,0.37657708
연간판매액,종사기간,0.3258975
연간판매액,사업장면적,0.4259161
연간판매액,경제활동상태,0.40129498
연간판매액,농업종사가구원,0.46732926
연간판매액,마을수,0.44951564
연간판매액,통계인력,0.35546967
연간판매액,어업종사기간,0.34727976
연간판매액,귀화허가자,0.5357247
연간판매액,가계재무건전성,0.5478324
연간판매액,성별어가인구,0.4939919
연간판매액,출하및연말재고액,0.49979696
연간판매액,임업종사가구원,0.4151383
연간판매액,연간급여액,0.33117506
연간판매액,주거전용가구,0.41817066
연간판매액,부인수,0.44284254
연간판매액,1인취업가구,0.49078444
연간판매액,수목수,0.45184457
연간판매액,총조사가구,0.51892173
연간판매액,월평균가계지출,0.4780827
연간판매액,상대표준오차,0.5528698
연간판매액,취업시간,0.45174983
연간판매액,거주가구수,0.49960262
연간판매액,사육비,0.46293145
연간판매액,재혼신혼부부,0.5149722
연간판매액,운수비용,0.49023712
연간판매액,EBS교재비,0.33979502
연간판매액,보유농가,0.55558497
연간판매액,생산자본스톡,0.4104598
연간판매액,학생이외인구,0.36139098
연간판매액,출생아부모,0.51606506
연간판매액,논벼수확농가,0.54542714
연간판매액,어업경영주,0.35759315
연간판매액,법인수,0.43147773
연간판매액,연금가입자,0.4060093
연간판매액,임가수,0.42905784
연간판매액,장비대수,0.39405814
연간판매액,기혼여자,0.37713966
연간판매액,주요생산비,0.5013895
연간판매액,고령자거주가구,0.62125546
연간판매액,건물연면적규모,0.48003212
연간판매액,양식장면적,0.45030117
연간판매액,산업세분류,0.5111534
연간판매액,신용부채비율,0.5492887
연간판매액,신용부채,0.5560591
연간판매액,한육우,0.3302325
연간판매액,주택소유자수,0.32054925
연간판매액,가구당월평균가계지출,0.4828302
연간판매액,순자본스톡,0.43365103
연간판매액,적립금액,0.4942371
연간판매액,무급가사노동,0.40378276
연간판매액,근로여건만족도,0.6080934
연간판매액,외국인수,0.33654442
연간판매액,투입물량,0.48668876
가구수,인구,0.45423993
가구수,가구,0.47491625
가구수,농가,0.36362934
가구수,사업체수,0.53467584
가구수,취업자,0.41167903
가구수,종사자수,0.52486175
가구수,면적,0.3893395
가구수,가구주,0.52564585
가구수,사업체,0.36316466
가구수,일반가구,0.5127681
가구수,농가수,0.30451563
가구수,가구원수,0.5348945
가구수,소득,0.36384618
가구수,취업인구,0.47114262
가구수,1인가구,0.43329787
가구수,행정리,0.349436
가구수,경제활동인구,0.45573843
가구수,농가인구,0.5088935
가구수,주택,0.4957818
가구수,가구원,0.5323219
가구수,임금근로자,0.42560145
가구수,재배면적,0.32938188
가구수,신혼부부,0.3693389
가구수,비경제활동인구,0.41133684
가구수,급여액,0.37093312
가구수,저축액,0.40727553
가구수,혼인상태,0.4211884
가구수,연간소득,0.45154145
가구수,유업자,0.32163936
가구수,생산액,0.42997727
가구수,이혼,0.34004948
가구수,종업원수,0.38839626
가구수,자녀,0.31046468
가구수,연령,0.3358022
가구수,영업비용,0.3136094
가구수,출생아수,0.4946155
가구수,교육정도,0.3019767
가구수,총자산,0.3534237
가구수,기업수,0.3643623
가구수,단독주택,0.39868367
가구수,수입액,0.37712124
가구수,비임금근로자,0.31510487
가구수,경력단절여성,0.31474644
가구수,아동인구,0.37238452
가구수,시군구,0.33827013
가구수,사망자수,0.34699565
가구수,임차료,0.35233322
가구수,점포수,0.43401742
가구수,주택수,0.5530948
가구수,월평균소득,0.49611387
가구수,여성인구,0.58381516
가구수,출하액,0.44960278
가구수,계약액,0.36159357
가구수,가구소득,0.5285796
가구수,판매액,0.33241335
가구수,경지면적,0.48747492
가구수,임금수준,0.31095254
가구수,취업자수,0.5162775
가구수,순자산,0.33002034
가구수,자산현황,0.3447611
가구수,가족,0.33097133
가구수,농가부채,0.38798818
가구수,객실수,0.40184024
가구수,보유대수,0.4007762
가구수,고용률,0.3959502
가구수,기혼자,0.31628656
가구수,연금수급자,0.38922155
가구수,구성비,0.5027198
가구수,기타경비,0.31780252
가구수,산란계,0.30805072
가구수,사교육비,0.30563396
실업자,인구,0.31744608
실업자,취업자,0.5318314
실업자,일자리,0.44965672
실업자,소득,0.39927584
실업자,취업인구,0.3143425
실업자,1인가구,0.32296586
실업자,경제활동인구,0.41227472
실업자,농가인구,0.3355637
실업자,임금근로자,0.3806554
실업자,외국인,0.31714153
실업자,이민자,0.32083437
실업자,비경제활동인구,0.43457296
실업자,직업,0.30984396
실업자,경력단절여성,0.38536847
실업자,취업,0.34793448
실업자,근로여건,0.37264246
실업자,월평균소득,0.340369
실업자,여성인구,0.34913042
실업자,가구소득,0.36807454
실업자,취업자수,0.38879234
실업자,교육비,0.35416558
실업자,실업률,0.50462705
실업자,농가부채,0.3595231
실업자,고용률,0.39799047
실업자,연금수급자,0.36168706
실업자,사교육비,0.3445644
제조업,사업체수,0.45087022
제조업,취업자,0.36693248
제조업,종사자수,0.41763797
제조업,일자리,0.3487275
제조업,사업체,0.33106172
제조업,취업인구,0.365208
제조업,산업,0.49848673
제조업,부가가치,0.3582746
제조업,종사자,0.37857556
제조업,종업원,0.3008224
제조업,광업,0.45103335
제조업,주요지표,0.3932876
제조업,생산액,0.38887373
제조업,인건비,0.3626042
제조업,종업원수,0.33635318
제조업,영업비용,0.31173956
제조업,수입액,0.3581775
제조업,수출입,0.351669
제조업,호텔업,0.3491206
제조업,출하액,0.41854933
제조업,기업규모,0.30679184
제조업,임금수준,0.35006294
제조업,도소매업,0.51182765
제조업,취업자수,0.39844105
제조업,해외건설,0.32017514
제조업,보유대수,0.30941933
제조업,소비자물가지수,0.34682965
종업원,사업체수,0.392796
종업원,취업자,0.32889253
종업원,종사자수,0.3921379
종업원,사업체,0.37916544
종업원,매출액,0.40828508
종업원,임금근로자,0.32210618
종업원,종사자,0.30126598
종업원,제조업,0.3008224
종업원,조직형태,0.3225696
종업원,인건비,0.35015482
종업원,종업원수,0.54988843
종업원,영업비용,0.30728212
종업원,총자산,0.41225404
종업원,점포수,0.34704673
종업원,호텔업,0.31205696
종업원,기업규모,0.33546162
종업원,임금수준,0.36995673
종업원,경영주,0.44019786
종업원,순자산,0.3488979
종업원,자본금,0.44585544
가구당월평균가계수지,행위자비율,0.36684558
가구당월평균가계수지,농가수,0.39897463
가구당월평균가계수지,종사자규모,0.44285882
가구당월평균가계수지,통근통학인구,0.44212776
가구당월평균가계수지,기업체수,0.43710136
가구당월평균가계수지,어가인구,0.5556549
가구당월평균가계수지,가구내구재,0.3606671
가구당월평균가계수지,기혼여성인구,0.5295653
가구당월평균가계수지,월평균가계수지,0.78152186
가구당월평균가계수지,어업종사가구원,0.59753126
가구당월평균가계수지,평균시간,0.41456017
가구당월평균가계수지,행위자평균시간,0.5269166
가구당월평균가계수지,어가수,0.46108133
가구당월평균가계수지,연간판매액,0.49181196
가구당월평균가계수지,재등록자,0.32103568
가구당월평균가계수지,종사상지위,0.53185993
가구당월평균가계수지,매출액규모,0.44547543
가구당월평균가계수지,유형고정자산,0.47572222
가구당월평균가계수지,가구당가계수지,0.60945034
가구당월평균가계수지,방과후학교,0.30414444
가구당월평균가계수지,부채잔액,0.41070762
가구당월평균가계수지,어업종사자수,0.59398043
가구당월평균가계수지,고령자인구,0.5502006
가구당월평균가계수지,사회보험가입률,0.5728064
가구당월평균가계수지,이동자수,0.3525353
가구당월평균가계수지,맞벌이가구,0.33810902
가구당월평균가계수지,임가인구,0.4687377
가구당월평균가계수지,기성액,0.5712932
가구당월평균가계수지,자본금규모,0.35784957
가구당월평균가계수지,취업여부,0.52112585
가구당월평균가계수지,비임금근로자,0.41952068
가구당월평균가계수지,개인농가,0.31378484
가구당월평균가계수지,사교육참여율,0.39419493
가구당월평균가계수지,종사기간,0.53725463
가구당월평균가계수지,세대구성,0.30966598
가구당월평균가계수지,사업장면적,0.45658848
가구당월평균가계수지,경제활동상태,0.4729792
가구당월평균가계수지,농업종사가구원,0.53769
가구당월평균가계수지,경력단절여성인구,0.42079046
가구당월평균가계수지,마을수,0.48205337
가구당월평균가계수지,통계인력,0.50220877
가구당월평균가계수지,어업종사기간,0.5195905
가구당월평균가계수지,귀화허가자,0.505706
가구당월평균가계수지,가계재무건전성,0.60896
가구당월평균가계수지,월평균소득,0.34609884
가구당월평균가계수지,성별어가인구,0.5276963
가구당월평균가계수지,출하및연말재고액,0.5729767
가구당월평균가계수지,임업종사가구원,0.49324423
가구당월평균가계수지,연간급여액,0.44230816
가구당월평균가계수지,주거전용가구,0.5065139
가구당월평균가계수지,부인수,0.40308854
가구당월평균가계수지,1인취업가구,0.42350504
가구당월평균가계수지,수목수,0.35578722
가구당월평균가계수지,총조사가구,0.46992618
가구당월평균가계수지,월평균가계지출,0.6170594
가구당월평균가계수지,상대표준오차,0.5929374
가구당월평균가계수지,취업시간,0.5826845
가구당월평균가계수지,거주가구수,0.5656108
가구당월평균가계수지,사육비,0.43822598
가구당월평균가계수지,재혼신혼부부,0.5538576
가구당월평균가계수지,운수비용,0.5540462
가구당월평균가계수지,EBS교재비,0.4151032
가구당월평균가계수지,보유농가,0.50043744
가구당월평균가계수지,생산자본스톡,0.4910985
가구당월평균가계수지,학생이외인구,0.3374418
가구당월평균가계수지,직종별연간급여액,0.33027458
가구당월평균가계수지,어학연수비용,0.35701698
가구당월평균가계수지,출생아부모,0.48908013
가구당월평균가계수지,논벼수확농가,0.60390604
가구당월평균가계수지,어업경영주,0.46197313
가구당월평균가계수지,법인수,0.3701594
가구당월평균가계수지,연금가입자,0.4769828
가구당월평균가계수지,임가수,0.37207696
가구당월평균가계수지,장비대수,0.46373904
가구당월평균가계수지,어업가구,0.30345923
가구당월평균가계수지,기혼여자,0.4352912
가구당월평균가계수지,주요생산비,0.5737657
가구당월평균가계수지,담보부채,0.30578375
가구당월평균가계수지,사육현황,0.31495613
가구당월평균가계수지,고령자거주가구,0.67362404
가구당월평균가계수지,건물연면적규모,0.51608396
가구당월평균가계수지,EBS교재,0.31723982
가구당월평균가계수지,산업소분류,0.36484325
가구당월평균가계수지,양식장면적,0.550924
가구당월평균가계수지,어업법인,0.35279208
가구당월평균가계수지,산업세분류,0.60207295
가구당월평균가계수지,신용부채비율,0.5772829
가구당월평균가계수지,신용부채,0.6049929
가구당월평균가계수지,한육우,0.33492786
가구당월평균가계수지,소비자물가지수,0.31556943
가구당월평균가계수지,주택소유자수,0.44197908
가구당월평균가계수지,가구당월평균가계지출,0.9038992
가구당월평균가계수지,순자본스톡,0.5315223
가구당월평균가계수지,적립금액,0.51168364
가구당월평균가계수지,무급가사노동,0.31560427
가구당월평균가계수지,근로여건만족도,0.6308535
가구당월평균가계수지,외국인수,0.47211152
가구당월평균가계수지,투입물량,0.5816906
광업,가구,0.3532374
광업,소득,0.32091427
광업,자산,0.34638628
광업,산업,0.58907574
광업,주택,0.32415196
광업,제조업,0.45103335
광업,주요지표,0.303989
광업,생산액,0.3974449
광업,직업,0.35796124
광업,호텔업,0.33605868
광업,출하액,0.34829295
광업,기업,0.4089302
광업,도소매업,0.3430319
광업,취업자수,0.30056095
재등록자,기업체수,0.36068055
재등록자,어가인구,0.31568533
재등록자,월평균가계수지,0.39561272
재등록자,어업종사가구원,0.38199583
재등록자,평균시간,0.32194892
재등록자,행위자평균시간,0.30536437
재등록자,가구당월평균가계수지,0.32103568
재등록자,종사상지위,0.39344418
재등록자,어업종사자수,0.32221705
재등록자,사회보험가입률,0.3227451
재등록자,임가인구,0.3505326
재등록자,취업여부,0.30655587
재등록자,종사기간,0.36382276
재등록자,경제활동상태,0.30976972
재등록자,농업종사가구원,0.41082963
재등록자,어업종사기간,0.31465843
재등록자,귀화허가자,0.3459803
재등록자,가계재무건전성,0.39820138
재등록자,성별어가인구,0.3553399
재등록자,출하및연말재고액,0.42441732
재등록자,임업종사가구원,0.35154232
재등록자,연간급여액,0.32068238
재등록자,주거전용가구,0.34583643
재등록자,총조사가구,0.3518534
재등록자,월평균가계지출,0.35214427
재등록자,상대표준오차,0.34590226
재등록자,취업시간,0.3156858
재등록자,거주가구수,0.3854379
재등록자,운수비용,0.3117134
재등록자,보유농가,0.3895745
재등록자,생산자본스톡,0.31920376
재등록자,어학연수비용,0.3154061
재등록자,논벼수확농가,0.41541296
재등록자,법인수,0.33113375
재등록자,주요생산비,0.30367985
재등록자,고령자거주가구,0.37825146
재등록자,건물연면적규모,0.37933424
재등록자,양식장면적,0.3537981
재등록자,산업세분류,0.38800216
재등록자,신용부채비율,0.3130271
재등록자,신용부채,0.33188912
재등록자,적립금액,0.31328976
재등록자,근로여건만족도,0.41308835
재등록자,외국인수,0.3234809
재등록자,투입물량,0.30089682
종사상지위,농가수,0.33582693
종사상지위,종사자규모,0.45784244
종사상지위,통근통학인구,0.40479055
종사상지위,기업체수,0.43901432
종사상지위,어가인구,0.57190794
종사상지위,가구내구재,0.37602997
종사상지위,기혼여성인구,0.5138746
종사상지위,월평균가계수지,0.5921812
종사상지위,어업종사가구원,0.611532
종사상지위,평균시간,0.5115039
종사상지위,행위자평균시간,0.5098956
종사상지위,어가수,0.49122718
종사상지위,연간판매액,0.5086295
종사상지위,가구당월평균가계수지,0.53185993
종사상지위,재등록자,0.39344418
종사상지위,매출액규모,0.55307853
종사상지위,유형고정자산,0.45030153
종사상지위,가구당가계수지,0.43837327
종사상지위,부채잔액,0.39369345
종사상지위,어업종사자수,0.61065704
종사상지위,고령자인구,0.55671656
종사상지위,사회보험가입률,0.55943614
종사상지위,임가인구,0.59044504
종사상지위,기성액,0.6090542
종사상지위,자본금규모,0.3705586
종사상지위,취업여부,0.48526236
종사상지위,비임금근로자,0.39785808
종사상지위,경력단절여성,0.33531484
종사상지위,사교육참여율,0.3221173
종사상지위,종사기간,0.45146132
종사상지위,세대구성,0.31865904
종사상지위,사업장면적,0.471959
종사상지위,경제활동상태,0.44543386
종사상지위,농업종사가구원,0.5879788
종사상지위,경력단절여성인구,0.41998866
종사상지위,마을수,0.5080248
종사상지위,통계인력,0.4509313
종사상지위,어업종사기간,0.52610576
종사상지위,귀화허가자,0.5992643
종사상지위,가계재무건전성,0.6214901
종사상지위,성별어가인구,0.52236027
종사상지위,출하및연말재고액,0.609967
종사상지위,임업종사가구원,0.4845441
종사상지위,연간급여액,0.48506516
종사상지위,주거전용가구,0.5356753
종사상지위,부인수,0.35618532
종사상지위,1인취업가구,0.4425528
종사상지위,수목수,0.4745529
종사상지위,총조사가구,0.48812062
종사상지위,월평균가계지출,0.53238994
종사상지위,상대표준오차,0.52055097
종사상지위,취업시간,0.4936116
종사상지위,거주가구수,0.58395797
종사상지위,사육비,0.356885
종사상지위,재혼신혼부부,0.5743169
종사상지위,운수비용,0.48900336
종사상지위,EBS교재비,0.35853222
종사상지위,보유농가,0.6055779
종사상지위,생산자본스톡,0.44519013
종사상지위,학생이외인구,0.33612525
종사상지위,직종별연간급여액,0.32284963
종사상지위,어학연수비용,0.34699464
종사상지위,출생아부모,0.5372131
종사상지위,논벼수확농가,0.6544434
종사상지위,어업경영주,0.3114445
종사상지위,법인수,0.45255375
종사상지위,연금가입자,0.47560814
종사상지위,임가수,0.3789994
종사상지위,장비대수,0.4169539
종사상지위,기혼여자,0.46177134
종사상지위,주요생산비,0.58317995
종사상지위,사육현황,0.35608295
종사상지위,고령자거주가구,0.6120741
종사상지위,건물연면적규모,0.57053876
종사상지위,양식장면적,0.5913625
종사상지위,산업세분류,0.63779205
종사상지위,신용부채비율,0.5146176
종사상지위,신용부채,0.5552359
종사상지위,주택소유자수,0.41783378
종사상지위,가구당월평균가계지출,0.48230913
종사상지위,순자본스톡,0.44175014
종사상지위,적립금액,0.5060509
종사상지위,무급가사노동,0.37694597
종사상지위,근로여건만족도,0.6547185
종사상지위,외국인수,0.5164301
종사상지위,투입물량,0.4525379
혼인상태,인구,0.39621013
혼인상태,가구,0.3640075
혼인상태,사업체수,0.3973523
혼인상태,취업자,0.35389853
혼인상태,종사자수,0.36616978
혼인상태,가구주,0.5489314
혼인상태,성별,0.48488945
혼인상태,일반가구,0.42592913
혼인상태,가구원수,0.5256008
혼인상태,소득,0.40994537
혼인상태,취업인구,0.4656877
혼인상태,고령자,0.32837433
혼인상태,1인가구,0.30916885
혼인상태,경제활동인구,0.36738205
혼인상태,농가인구,0.41070738
혼인상태,가구원,0.5264741
혼인상태,임금근로자,0.3790502
혼인상태,비경제활동인구,0.30780828
혼인상태,저축액,0.39850554
혼인상태,가구수,0.4211884
혼인상태,주요지표,0.3285859
혼인상태,연간소득,0.3864434
혼인상태,거주지,0.3528572
혼인상태,유업자,0.33376467
혼인상태,생산액,0.3412064
혼인상태,이혼,0.31587845
혼인상태,종업원수,0.34026712
혼인상태,자녀,0.36873984
혼인상태,연령,0.4664797
혼인상태,영업비용,0.30141544
혼인상태,출생,0.31840977
혼인상태,출생아수,0.43777123
혼인상태,교육정도,0.59141374
혼인상태,혼인,0.37022588
혼인상태,기업수,0.32423812
혼인상태,수입액,0.32296076
혼인상태,직업,0.31162435
혼인상태,근로여건,0.32581154
혼인상태,아동인구,0.3928288
혼인상태,사망자수,0.30282587
혼인상태,임차료,0.33430484
혼인상태,주택수,0.4685115
혼인상태,월평균소득,0.51609844
혼인상태,여성인구,0.5676722
혼인상태,출하액,0.33199403
혼인상태,계약액,0.36471242
혼인상태,가구소득,0.5356054
혼인상태,경지면적,0.39715526
혼인상태,임금수준,0.42293856
혼인상태,취업자수,0.4862397
혼인상태,부모,0.32632983
혼인상태,자산현황,0.44430754
혼인상태,근속기간,0.4098547
혼인상태,실업률,0.34926316
혼인상태,가족관계,0.38729152
혼인상태,보유대수,0.30344585
혼인상태,고용률,0.31740725
혼인상태,기혼자,0.3068416
혼인상태,구성비,0.45586908
혼인상태,기타경비,0.3346174
매출액규모,종사자규모,0.47519282
매출액규모,통근통학인구,0.3125197
매출액규모,기업체수,0.4461249
매출액규모,어가인구,0.52075654
매출액규모,가구내구재,0.33005825
매출액규모,기혼여성인구,0.48729882
매출액규모,월평균가계수지,0.4391778
매출액규모,어업종사가구원,0.5539095
매출액규모,평균시간,0.4723886
매출액규모,행위자평균시간,0.5271859
매출액규모,어가수,0.46799448
매출액규모,연간판매액,0.5245589
매출액규모,가구당월평균가계수지,0.44547543
매출액규모,종사상지위,0.55307853
매출액규모,유형고정자산,0.47768438
매출액규모,가구당가계수지,0.4013572
매출액규모,어업종사자수,0.59860075
매출액규모,고령자인구,0.44978797
매출액규모,사회보험가입률,0.52262056
매출액규모,맞벌이가구,0.30392635
매출액규모,임가인구,0.41650563
매출액규모,기성액,0.62445796
매출액규모,자본금규모,0.34797645
매출액규모,취업여부,0.37297487
매출액규모,비임금근로자,0.45782325
매출액규모,개인농가,0.3249988
매출액규모,사교육참여율,0.34015462
매출액규모,종사기간,0.3860076
매출액규모,사업장면적,0.44162437
매출액규모,경제활동상태,0.38527656
매출액규모,농업종사가구원,0.5201151
매출액규모,마을수,0.4991975
매출액규모,어업종사기간,0.44036222
매출액규모,귀화허가자,0.50211143
매출액규모,가계재무건전성,0.5251483
매출액규모,성별어가인구,0.42822483
매출액규모,출하및연말재고액,0.5131205
매출액규모,임업종사가구원,0.4237063
매출액규모,연간급여액,0.44893128
매출액규모,주거전용가구,0.4776482
매출액규모,부인수,0.43375638
매출액규모,1인취업가구,0.51975167
매출액규모,수목수,0.4182876
매출액규모,총조사가구,0.4013902
매출액규모,월평균가계지출,0.47059903
매출액규모,상대표준오차,0.50614643
매출액규모,취업시간,0.46430963
매출액규모,거주가구수,0.56037194
매출액규모,사육비,0.3488701
매출액규모,재혼신혼부부,0.46962193
매출액규모,운수비용,0.44125053
매출액규모,보유농가,0.54960966
매출액규모,생산자본스톡,0.453498
매출액규모,학생이외인구,0.3258674
매출액규모,직종별연간급여액,0.3358387
매출액규모,어학연수비용,0.35849822
매출액규모,출생아부모,0.49885818
매출액규모,논벼수확농가,0.5805085
매출액규모,법인수,0.42296743
매출액규모,연금가입자,0.45059755
매출액규모,임가수,0.33500805
매출액규모,장비대수,0.3812252
매출액규모,기혼여자,0.4178858
매출액규모,주요생산비,0.48924515
매출액규모,고령자거주가구,0.59106195
매출액규모,건물연면적규모,0.4671301
매출액규모,양식장면적,0.5335602
매출액규모,산업세분류,0.5439441
매출액규모,신용부채비율,0.5250883
매출액규모,신용부채,0.53529894
매출액규모,주택소유자수,0.3545038
매출액규모,가구당월평균가계지출,0.4563602
매출액규모,순자본스톡,0.41274115
매출액규모,적립금액,0.42386648
매출액규모,근로여건만족도,0.5484555
매출액규모,외국인수,0.36333162
매출액규모,투입물량,0.49056658
주요지표,사업체수,0.5424828
주요지표,취업자,0.42265475
주요지표,종사자수,0.5165547
주요지표,일반가구,0.42936054
주요지표,농가수,0.38363695
주요지표,가구원수,0.4283904
주요지표,취업인구,0.40480757
주요지표,경제활동인구,0.41972384
주요지표,농가인구,0.46284974
주요지표,산업,0.33067155
주요지표,임금근로자,0.42008376
주요지표,재배면적,0.37691945
주요지표,부가가치,0.3200588
주요지표,비경제활동인구,0.32679743
주요지표,급여액,0.3153773
주요지표,저축액,0.33857802
주요지표,제조업,0.3932876
주요지표,광업,0.303989
주요지표,혼인상태,0.3285859
주요지표,유형고정자산,0.31812614
주요지표,조직형태,0.38608798
주요지표,생산액,0.4442752
주요지표,재배농가,0.31186295
주요지표,종업원수,0.35797557
주요지표,영업비용,0.36176533
주요지표,출생아수,0.40539995
주요지표,총자산,0.4099446
주요지표,기업수,0.4542966
주요지표,수입액,0.4302411
주요지표,비임금근로자,0.41624862
주요지표,수출입,0.36898664
주요지표,근로여건,0.3035959
주요지표,시군구,0.3266781
주요지표,경제활동상태,0.30392155
주요지표,점포수,0.38559029
주요지표,월평균소득,0.31522182
주요지표,호텔업,0.3655886
주요지표,여성인구,0.34706292
주요지표,출하액,0.4865454
주요지표,계약액,0.39485067
주요지표,가구소득,0.39118448
주요지표,기업규모,0.37455976
주요지표,판매액,0.4060614
주요지표,경지면적,0.35353613
주요지표,임금수준,0.49015194
주요지표,취업자수,0.5755915
주요지표,자산현황,0.48947337
주요지표,개인대출,0.36380076
주요지표,해외건설,0.36007556
주요지표,실업률,0.36419544
주요지표,농가부채,0.39213383
주요지표,보유대수,0.36467013
주요지표,고용률,0.424871
주요지표,소비자물가지수,0.5152963
주요지표,연금수급자,0.3013956
주요지표,구성비,0.40696096
주요지표,기타경비,0.34716195
주요지표,유연근무제,0.33462265
연간소득,인구,0.31218734
연간소득,가구,0.3826183
연간소득,사업체수,0.43750986
연간소득,취업자,0.310922
연간소득,종사자수,0.42340115
연간소득,가구주,0.47813365
연간소득,일반가구,0.43683788
연간소득,매출액,0.31371266
연간소득,가구원수,0.6059475
연간소득,소득,0.39302072
연간소득,취업인구,0.44213662
연간소득,1인가구,0.37308732
연간소득,경제활동인구,0.37706524
연간소득,농가인구,0.35971585
연간소득,가구원,0.45244813
연간소득,임금근로자,0.3788078
연간소득,비경제활동인구,0.30624276
연간소득,급여액,0.40972012
연간소득,저축액,0.51595634
연간소득,가구수,0.45154145
연간소득,혼인상태,0.3864434
연간소득,생산액,0.45616442
연간소득,종업원수,0.38486433
연간소득,영업비용,0.40948617
연간소득,출생아수,0.3668685
연간소득,교육정도,0.33007377
연간소득,총자산,0.39212406
연간소득,기업수,0.3689172
연간소득,수입액,0.3800795
연간소득,아동인구,0.31617826
연간소득,임차료,0.40930778
연간소득,점포수,0.31616235
연간소득,주택수,0.4674043
연간소득,월평균소득,0.5528185
연간소득,호텔업,0.32703564
연간소득,여성인구,0.48853454
연간소득,출하액,0.459487
연간소득,계약액,0.41067618
연간소득,가구소득,0.491873
연간소득,판매액,0.4048262
연간소득,경지면적,0.4190286
연간소득,임금수준,0.42469013
연간소득,경영주,0.34181076
연간소득,취업자수,0.46155876
연간소득,순자산,0.4102386
연간소득,자산현황,0.3850059
연간소득,근속기간,0.34887004
연간소득,개인대출,0.39194417
연간소득,육우,0.30206624
연간소득,교육비,0.37804502
연간소득,농가부채,0.37676427
연간소득,객실수,0.33294442
연간소득,보유대수,0.44908115
연간소득,고용률,0.3201911
연간소득,기혼자,0.30818537
연간소득,연금수급자,0.44750497
연간소득,구성비,0.33840647
연간소득,기타경비,0.42765525
유형고정자산,사업체수,0.3435914
유형고정자산,종사자수,0.31595495
유형고정자산,행위자비율,0.33617297
유형고정자산,농가수,0.39748728
유형고정자산,종사자규모,0.49409163
유형고정자산,통근통학인구,0.3554363
유형고정자산,기업체수,0.37918004
유형고정자산,어가인구,0.5623123
유형고정자산,가구내구재,0.32618216
유형고정자산,기혼여성인구,0.4704934
유형고정자산,월평균가계수지,0.47469816
유형고정자산,어업종사가구원,0.5704306
유형고정자산,재배면적,0.33128068
유형고정자산,평균시간,0.44555387
유형고정자산,행위자평균시간,0.5678446
유형고정자산,어가수,0.39659095
유형고정자산,연간판매액,0.454837
유형고정자산,가구당월평균가계수지,0.47572222
유형고정자산,종사상지위,0.45030153
유형고정자산,매출액규모,0.47768438
유형고정자산,주요지표,0.31812614
유형고정자산,가구당가계수지,0.43498883
유형고정자산,어업종사자수,0.603919
유형고정자산,고령자인구,0.48116732
유형고정자산,사회보험가입률,0.6049915
유형고정자산,맞벌이가구,0.30058366
유형고정자산,임가인구,0.4374041
유형고정자산,기성액,0.62305117
유형고정자산,취업여부,0.47163668
유형고정자산,비임금근로자,0.428927
유형고정자산,개인농가,0.3655803
유형고정자산,수출입,0.3046987
유형고정자산,사교육참여율,0.37112218
유형고정자산,종사기간,0.50234526
유형고정자산,세대구성,0.43122724
유형고정자산,사업장면적,0.44570017
유형고정자산,경제활동상태,0.41188768
유형고정자산,농업종사가구원,0.5252772
유형고정자산,경력단절여성인구,0.38186672
유형고정자산,마을수,0.44517544
유형고정자산,통계인력,0.36934084
유형고정자산,어업종사기간,0.476699
유형고정자산,귀화허가자,0.54564863
유형고정자산,가계재무건전성,0.58736
유형고정자산,월평균소득,0.32118562
유형고정자산,성별어가인구,0.57336605
유형고정자산,출하및연말재고액,0.5401265
유형고정자산,임업종사가구원,0.45819297
유형고정자산,연간급여액,0.48988637
유형고정자산,주거전용가구,0.5438675
유형고정자산,부인수,0.30320007
유형고정자산,1인취업가구,0.44110444
유형고정자산,수목수,0.4463692
유형고정자산,총조사가구,0.44340432
유형고정자산,월평균가계지출,0.5048553
유형고정자산,다문화가구,0.3316597
유형고정자산,상대표준오차,0.51780033
유형고정자산,취업시간,0.4988941
유형고정자산,거주가구수,0.53281933
유형고정자산,사육비,0.5066193
유형고정자산,재혼신혼부부,0.53667134
유형고정자산,운수비용,0.5535823
유형고정자산,EBS교재비,0.35895178
유형고정자산,보유농가,0.48771173
유형고정자산,생산자본스톡,0.4694648
유형고정자산,학생이외인구,0.31210837
유형고정자산,직종별연간급여액,0.38732445
유형고정자산,어학연수비용,0.41308
유형고정자산,출생아부모,0.4247575
유형고정자산,논벼수확농가,0.5932168
유형고정자산,어업경영주,0.30783182
유형고정자산,법인수,0.41643822
유형고정자산,연금가입자,0.4596358
유형고정자산,임가수,0.36095327
유형고정자산,총농가,0.33903876
유형고정자산,장비대수,0.3779113
유형고정자산,기혼여자,0.45277947
유형고정자산,주요생산비,0.51377517
유형고정자산,사육현황,0.33955473
유형고정자산,고령자거주가구,0.63216907
유형고정자산,건물연면적규모,0.53486276
